trpt1,trpt2,trpt3,trpt4,trpt5,trpt6,trpt7,trpt8,trpt9,trpt10,trpt11,pop1,pop2,pop3,pop4,pop5,pop6,pop7,pop8,pop9,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,trv1,trv2,trv3,trv4,trv5,trv6,trv7,trv8,trv9,trv10,trv11,esp1,esp2,esp3,esp4,esp5,esp6,esp7,esp8,log1,log2,log3,log4,log5,log6,log7,log8,log9,log10,log11,log12,log13,log14,log15,log16,log17,log18,fin1,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,egmt1,egmt2,egmt3,egmt4,BFS
14212,11715,692,45,52,66,1506,439.9339,8948.087271,3295.251453,4387.935437,26629,7.970368153,13956,12673,12641,9894,5345,7646,8492,3517,1629,33.12058,31.88747,65.00806,46.31788,12493,9.463367,-0.03755,138.8712,127.6803,11.19081,2,46.91502,7425,1506,2169,874,484,7.35066,768.1667,320.1667,1896,1668,180,45,3,72,1288,11020,6.484247,3341,367,31,33,210,1692,846,8,92,1.056837,43.64,2,0.63,0.1,3459,1665,1103,494,197,15518,211,1186,1099,405,224,334,134688.0222,78002.51965,5618.81633,38479.0192,157538.1448,21986.36423,29924.6632,142216.6168,87969.74128,3339,2257,427,1229,5886
9435,7720,455,22,31,51,999,485.8707,6621.371407,2577.07894,3215.662131,15889,41.48563969,8304,7585,6979,6412,2965,4593,5107,2153,1071,30.56701,33.23711,63.80412,49.74454,5802,7.804141,4.65731,100.321,91.57279,8.748191,2.12,36.51583,4674,448,266,150,247,4.3506,406.5,179.0833,1331,1119,178,31,3,89,1041,9410,5.121351,383,156,37,16,77,18,81,2,76,0.2149,39.01,2.1,0.67,0.1,1429,515,541,219,154,8376,85,392,422,220,155,155,140888.196,73125.998,17595.777,19103.346,108863.4634,3899.48247,11913.01362,118212.8135,56743.95375,7070,1938,295,995,5642
4942,4001,267,19,51,59,499,527.4189,3136.967861,634.0401654,1965.470344,7586,3.868434472,3844,3742,3166,3246,1527,1861,2576,1084,538,34.41515,36.55623,70.97138,49.631,2106,11.33667,-1.31822,61.1653,63.40627,-2.24097,2.16,27.76167,1485,226,88,249,51,8.115561,184,65.75,501,430,60,9,2,44,1697,2144,4.637691,1961,137,13,57,68,1081,585,17,8,8.808542,47.24,2.2,0.55,0,1583,809,516,141,117,4121,68,609,567,233,69,37,71956.02335,43259.39275,7249.02718,24424.58892,58370.52014,7059.15125,3020.58075,57141.95212,17768.70215,923,923,166,484,700
8893,7176,490,39,30,112,933,550.4334,5107.921861,2396.335408,1990.478584,13037,17.08650066,6772,6265,5099,5932,2372,2532,4653,2462,1018,33.01322,48.43424,81.44746,41.3485,2184,10.66196,-4.21876,89.82128,83.7616,6.059676,2.15,16.75232,1156,187,459,194,170,2.634011,160.5833,73.08333,1088,918,139,27,4,36,1557,8271,2.538679,763,245,17,28,89,166,197,12,6,1.353612,51.13,2.2,0.53,2,2489,1328,879,169,113,6575,97,1037,1056,222,32,45,90800.62622,51795.97263,13846.0048,18199.83513,64402.45148,3415.78585,3014.01044,70316.25828,49240.8265,1356,1294,245,727,356
6184,4863,350,58,236,74,513,595.3722,2884.012259,533.9616059,1734.638585,8168,3.306882591,4205,3963,3469,3575,1715,1928,2977,1063,485,34.96432,31.55963,66.52396,45.62559,1636,8.4476,3.550441,69.17238,66.60137,2.571009,2.3,20.02938,1076,450,41,25,43,2.29064,93.16667,47.33333,749,654,81,13,1,255,1308,3174,1.979017,2470,167,15,25,145,639,1477,4,41,1.233015,47.67,2.3,0.61,0.4,1811,961,439,300,111,3974,92,993,541,153,28,4,95530.17011,16771.78824,2573.45505,8505.60087,35595.80318,6719.87391,2869.07218,35037.81295,19595.82697,1482,1482,251,687,2275
10676,8222,743,152,41,98,1333,463.9169,7799.518769,3514.781451,3033.159636,17723,10.63805522,9117,8606,7087,8146,3268,4140,6204,2828,1283,31.59319,39.74285,71.33604,45.36775,3603,9.422784,-0.73351,67.03154,60.5428,6.488743,2.19,20.32952,2237,756,328,134,119,3.111868,274.3333,115.75,1246,1008,187,46,5,38,3842,9260,2.920916,1666,236,36,162,249,672,267,38,75,0.3141,44.89,2.2,0.57,0.3,3804,2741,753,212,98,8596,139,1570,1553,383,84,75,188660.4949,113656.803,27935.06251,29718.62531,88932.09405,19351.24169,3899.01969,76937.92807,52793.88766,4756,1664,344,836,2770
6374,5230,211,8,35,29,777,482.9178,4628.518866,2201.698881,1856.024394,10830,22.70440252,5623,5207,4493,4891,2279,2159,4124,1577,691,36.27248,36.09741,72.36989,43.81737,2119,6.832872,1.385042,82.17913,60.84949,21.32964,2.24,19.56602,1642,187,143,48,94,1.604833,141.6667,64,734,663,59,9,3,26,996,3878,2.600761,477,136,17,13,56,111,141,1,41,1.46379,49.43,2.2,0.58,0.5,1851,947,687,187,30,5192,77,547,863,319,40,5,139514.6611,61741.66112,19966.66907,17784.7779,78872.19236,10042.28157,2708.2689,78756.141,49295.67745,1150,1150,227,715,155
7716,6076,402,178,178,47,775,556.7672,4883.135945,1393.528486,2839.874633,10913,5.810969116,5455,5458,4574,5046,2391,2777,3970,1303,472,35.43797,26.30799,61.74596,36.2241,2737,5.772931,4.215156,56.17154,53.33089,2.840649,2.39,25.08018,1916,586,125,52,54,2.414079,179.1667,77.83333,606,534,58,13,1,124,1118,3005,3.002908,1878,178,15,69,83,686,789,59,48,1.503759,47.31,2.4,0.59,0.6,2423,1692,511,161,59,4921,183,1431,626,136,37,10,159159.6719,22825.01076,1988.80924,9604.52923,54496.17263,16737.41186,1514.14649,45896.51051,28271.9076,1403,1403,254,680,4254
5993,4696,314,103,47,47,717,463.9399,4765.420801,2080.348694,1990.787119,10122,11.4892168,5134,4988,4268,4615,2022,2614,3492,1546,448,33.11497,32.6564,65.77137,28.97801,1742,6.421656,4.346967,90.19957,75.28156,14.918,2.21,17.21004,777,495,273,154,37,4.322911,115.9167,47.33333,527,419,90,15,3,23,921,4279,2.137326,881,121,65,46,67,240,342,3,52,0.888246,42.79,2.2,0.58,0.7,1631,922,506,118,85,4841,74,767,586,166,23,15,46770.58669,26899.74062,6492.15804,15180.23248,39854.68993,2869.1595,1402.62405,49125.5965,26109.5853,1467,1115,196,560,546
7528,5693,626,64,21,46,993,469.7582,5083.281593,2381.063989,1796.707703,12119,16.85535466,6216,5903,5040,5297,2257,2992,4310,1647,913,30.90934,35.05889,65.96823,55.43412,3096,9.489232,0.247545,90.9316,73.52092,17.41068,2.18,25.54666,1691,737,292,270,102,3.966053,192.9167,85.66667,970,767,156,43,4,32,1894,9438,3.135433,719,170,90,67,90,174,112,14,33,0.711503,44.51,2.2,0.58,0.4,2662,1945,531,130,56,5903,120,1260,932,230,80,40,129488.6944,90527.39769,6817.39775,15625.93269,56021.78607,9293.22812,1401.24619,56615.46038,37606.36622,3312,1175,209,610,2769
7772,6053,414,16,202,45,906,488.3027,5414.097589,2108.403817,2332.129211,12396,7.86049461,6443,5953,4932,5759,2462,2657,4325,2152,800,35.2621,42.28015,77.54225,37.17472,1349,7.583091,0.242014,72.76541,56.30849,16.45692,2.23,10.88254,683,350,184,78,38,3.278957,122.9167,52.25,797,675,103,17,2,275,1492,4638,1.840656,1577,201,27,26,87,249,979,13,121,1.217275,48.4,2.2,0.57,0,2471,1430,697,252,92,5997,105,1182,891,259,27,7,71625.90565,37880.1324,6599.83269,27848.92321,68555.0552,17738.13901,3562.78275,73712.50919,30156.80175,1388,1388,284,676,616
19576,15773,1052,92,43,279,2160,467.0437,14185.68202,5802.350408,5947.209061,33772,18.69988926,17404,16368,16412,12043,6354,10773,10751,3893,2001,29.52054,27.38339,56.90392,51.39995,11312,9.504915,1.80623,93.36136,94.22006,-0.8587,2,33.4952,7612,1001,1079,1133,474,9.622686,1217.333,560.6667,3469,2837,529,98,5,57,5013,26620,7.008068,1806,326,78,55,183,970,181,3,4,1.174942,41.15,2,0.61,0.2,3686,998,1658,718,312,19235,129,669,940,798,627,523,472761.9562,241198.2044,7339.5529,34976.88096,247325.3503,18297.86234,40085.09,245480.5044,151760.4553,7698,3481,639,1811,6458
6732,5380,422,68,25,59,703,516.9597,4405.179731,1749.149685,2060.127783,10407,13.00875,5218,5189,4068,4640,1932,2830,3427,1511,707,30.87742,35.4483,66.32572,46.79021,4206,11.14634,-1.82569,80.90708,70.14509,10.76199,2.09,40.41511,2003,1695,275,175,56,4.711128,273.5833,94.66667,753,637,96,19,1,38,2017,3674,5.128353,800,121,21,44,71,407,108,26,12,1.080784,44.12,2.1,0.58,0.2,1691,914,532,158,87,5459,60,594,633,238,94,72,76890.373,36887.451,12706.969,16275.708,57693.33284,6837.22205,1947.85733,59385.68613,31596.03153,985,876,196,449,2937
13476,10982,750,88,68,142,1312,541.7324,8301.938364,3242.214314,3727.811195,20272,29.81176471,10375,9897,9138,8527,4267,5922,6930,2285,868,33.20106,24.53315,57.7342,37.98687,8232,6.21547,7.350039,95.99448,92.19613,3.798343,2.21,40.60773,6235,756,423,267,508,3.200916,507.5833,238.5,2138,1844,236,51,7,35,1863,14034,4.614024,680,186,31,54,97,53,266,0,318,0.343549,40.09,2.2,0.65,1.6,1863,663,755,299,146,11061,131,416,532,361,190,233,283658.7259,90597.46966,13847.94955,48835.1744,169205.9177,35805.21813,17527.09645,150192.9173,97019.41791,4833,2542,471,1323,5724
7012,5539,335,17,56,45,907,492.5745,4793.865199,2010.621928,2096.267551,11245,14.252218,5852,5393,4517,5191,2248,2430,4097,1774,696,34.44155,37.84281,72.28436,39.23337,2529,7.29213,0.711427,76.92308,63.49489,13.42819,2.27,22.49,1687,338,211,112,167,2.9086,146.9167,69.66667,696,624,61,11,0,51,363,3278,2.498729,789,172,26,26,57,154,348,3,87,0.737658,49.51,2.3,0.56,0,2552,1880,517,123,32,5287,125,1259,872,246,29,21,99949.90053,59576.57433,20927.97254,13217.19006,59264.97153,17323.59255,2289.02522,53306.98825,34241.3352,2164,1218,212,629,93
9735,7954,441,77,126,76,1005,588.7055,6422.147217,1099.081123,4567.109978,13511,10.51439689,6698,6813,5590,6260,2711,4035,4653,1549,563,31.20396,24.30939,55.51335,36.34603,4696,8.363556,3.330619,89.48264,73.6437,15.83895,2.27,34.75686,2382,1962,182,105,64,2.120595,299.0833,134.1667,674,563,95,16,0,137,1355,3768,4.030324,1285,198,17,101,79,435,457,0,11,4.394757,44.55,2.3,0.6,0.1,2381,1477,635,208,61,6485,145,1218,679,199,122,18,182146.0624,24112.58087,4006.11958,10091.95396,53562.18813,11237.71906,732.40028,51136.45679,31550.11285,1345,1345,271,709,4280
9929,7782,800,45,22,151,1021,428.3827,8156.578132,3478.09639,2976.955027,18166,15.8102698,9221,8945,8635,6833,2925,6150,5653,2217,1221,24.78184,29.12819,53.91002,55.07442,5244,10.18386,1.81658,101.5083,83.34251,18.1658,1.99,28.86711,2273,1693,844,273,143,6.448719,337.0833,148.1667,1752,1424,251,65,12,9,2694,17786,3.454012,1149,179,36,116,133,479,145,52,597,2.747977,43.85,2,0.58,0.4,3113,1519,1006,413,175,10626,27,785,1483,423,212,183,237931.059,92437.508,40949.782,16566.776,103614.0991,13827.32196,11542.52196,102446.1033,73645.8381,5446,1800,280,786,2581
10739,7887,322,28,9,24,2393,418.9641,6044.217886,2490.217145,2852.146386,18825,66.75531915,9780,9045,8125,7815,4169,4806,6173,2495,1182,37.97249,33.49121,71.4637,47.37475,6901,8.711819,2.921647,93.86454,93.97078,-0.10624,2.44,36.6587,4866,742,269,521,498,6.595117,501.1667,221.0833,663,584,64,14,1,3,780,3440,5.705499,282,144,36,1,37,37,17,10,67,0.1207,32.6,2.4,0.78,0.9,1274,778,381,82,33,8285,112,479,376,118,29,160,93832.35602,40851.38695,10788.47889,21876.77313,45979.52247,3373.60792,8563.2344,51181.52592,36586.25822,2157,2157,423,1119,6631
12026,9780,805,132,14,45,1159,499.0051,8175.237517,4159.837736,3243.073158,19599,35.0608229,9412,10187,9263,8027,3778,7616,5868,1668,669,28.01839,17.33165,45.35004,40.10791,8931,5.051278,10.40869,150.3648,108.0157,42.3491,2.2,45.56865,4699,2195,1335,362,324,5.118977,624.5833,265.9167,1267,1005,199,51,12,13,1562,17778,6.337074,559,151,36,52,109,87,112,12,680,1.106934,37.81,2.2,0.73,1.3,1491,484,782,159,66,9576,41,430,475,255,98,192,171483.1085,120666.3085,21682.06538,34128.03001,131111.2217,11178.19835,3877.60468,142952.2007,97199.78255,1713,1713,401,904,66
8794,6899,468,49,20,117,1165,402.8143,7347.734168,3691.758863,2649.523017,17127,28.73657718,8785,8342,7281,7213,3115,4662,5723,2586,1041,29.99519,34.92537,64.92056,40.25522,5027,7.999066,2.218719,94.52911,76.37064,18.15846,2.04,29.35132,2667,959,780,427,169,8.083155,375.9167,147.3333,695,571,95,27,2,21,2030,4986,4.328345,596,153,17,31,52,152,191,0,52,1.697905,40.2,2,0.62,0.5,1873,637,1098,93,45,9070,41,619,730,321,86,76,140854.7806,81160.7284,40999.28725,32284.71474,112387.02,9131.32644,4914.6403,95239.75822,42078.62116,1590,1584,316,893,363
6132,5038,346,13,166,28,494,531.0985,3494.214547,482.9228318,2374.778464,9486,3.923076923,4815,4671,4101,4056,2237,2507,3153,1118,471,39.52297,28.0742,67.59717,42.1288,3729,8.117225,2.740881,80.32891,80.22349,0.105419,2.3,39.31056,2405,728,189,293,114,7.494715,291.6667,119.8333,779,649,105,24,1,101,1045,5527,6.146759,2418,159,68,70,263,358,1454,44,36,0.567067,40.62,2.3,0.66,0.2,1503,803,362,234,104,4585,179,766,323,147,71,17,67341.62846,37049.51906,5758.26106,9788.07247,47125.51115,10796.14639,3408.67507,52097.77999,18536.80994,2733,1554,238,706,5822
3640,2885,222,56,0,33,415,486.8377,2290.290095,687.9298663,1355.573811,5926,17.42941176,3060,2866,2594,2319,1279,1571,1956,708,412,36.26311,31.75503,68.01815,58.19209,2017,9.449882,1.012487,93.65508,94.49882,-0.84374,2.15,34.03645,1518,185,90,151,72,9.477952,231.3333,98.83333,329,282,43,4,0,2,383,1440,7.657949,340,62,6,7,16,241,10,0,34,1.306533,39.87,2.2,0.63,0.1,792,297,356,105,34,2985,14,187,362,141,72,16,50048.28148,16213.6204,2909.75158,7599.21344,25365.54844,858.6663,1353.25549,28026.82805,14815.97831,912,912,167,336,6412
7834,6186,349,57,176,72,887,525.3949,5025.165701,1668.116592,2512.077858,11774,6.034853921,6016,5758,4924,5239,2384,2924,4183,1685,598,33.54439,32.12326,65.66765,35.48961,2286,6.964498,3.821981,88.92475,66.67233,22.25242,2.25,19.41566,1469,552,148,72,39,2.069146,172.75,74.66667,809,691,99,18,1,147,1685,3868,2.877291,1951,193,24,42,83,451,822,230,150,4.033704,47.12,2.3,0.59,0.2,2033,1132,591,215,95,5578,94,757,878,218,61,25,125750.4583,37643.58241,14952.03394,5466.61062,67761.74424,11038.54966,3379.77798,57986.66656,35987.03195,1159,1145,250,669,177
8694,5823,759,93,31,127,1761,550.8467,3964.525106,1148.409368,2238.015928,10571,18.07008547,5407,5164,5007,4347,2849,2447,3854,1059,362,45.21505,22.55198,67.76702,34.18319,2405,4.351528,4.351528,86.65216,70.94882,15.70334,2.94,22.75092,1665,251,108,219,160,3.866976,211.5833,104.4167,917,707,161,41,8,43,7405,7106,4.350353,585,146,13,67,73,21,259,0,11,0.228833,36.69,2.9,0.75,1.7,1749,1301,324,85,39,3933,212,823,536,70,75,33,314956.0461,172908.9935,3540.14961,27527.37643,71342.87893,21515.97046,11202.1678,69862.65486,62008.21018,4062,1825,251,862,6633
4692,3845,310,32,63,66,343,559.1914,2676.198873,276.0055483,1724.200654,6876,4.658536585,3467,3409,3062,2626,1262,1758,2341,1018,497,30.788,36.96023,67.74823,48.82122,1354,11.3438,-3.0541,77.37056,67.19023,10.18034,2.03,19.69168,811,141,130,233,35,5.066628,201.75,80.91667,796,677,100,16,3,58,1461,4848,6.105311,1476,158,22,77,107,591,509,12,15,3.192298,49.63,2,0.53,2.7,1663,925,347,226,165,3947,70,719,515,254,82,23,68327.2078,24354.72605,3708.33806,8270.54091,45716.52743,7687.3828,1689.53788,43477.3921,25238.36625,3061,1547,116,483,6800
10674,8201,885,409,46,85,970,507.7075,6707.292655,2746.434828,3127.885051,16153,15.09626168,8120,8033,6535,7412,3011,4552,5441,2295,854,30.13109,31.51206,61.64315,37.21133,6485,8.048041,1.733424,81.84238,66.73683,15.10555,2.21,40.14734,2962,2908,347,151,114,5.642219,413,166.1667,1126,859,208,55,4,49,3305,10207,4.964645,1070,159,31,147,125,302,295,11,223,1.20922,39.78,2.2,0.63,0.6,2544,1598,701,179,66,7939,94,1106,783,332,147,82,120988.9446,100801.3298,20149.2469,15943.07278,75370.53033,4172.92042,4559.92707,79101.42547,49738.92934,1671,1671,323,862,2831
6518,5234,323,13,4,15,853,433.8888,4706.841585,2061.990853,2187.775757,12063,54.83181818,6255,5808,5407,4842,2397,3658,3698,1580,730,32.58564,31.40294,63.98858,46.20253,5101,7.792423,3.647517,114.2336,110.8348,3.398823,2.01,42.28633,3501,623,283,432,255,7.971257,359.3333,147.1667,551,439,87,23,2,3,730,5485,5.964212,220,113,20,14,33,15,24,0,3,0.383612,34.46,2,0.69,0.1,809,224,452,94,39,6517,23,198,314,154,57,63,82034.54629,34420.21234,13215.91583,11445.39335,71606.64365,16892.19926,14511.17408,61951.36011,38737.06743,1496,1496,244,770,5589
11083,9040,305,12,23,201,1375,503.0047,7068.348167,3017.56971,3502.943709,17972,30.66894198,9477,8495,7613,7605,3508,4229,6045,2831,1359,34.14444,40.78256,74.927,48.00424,5774,9.292232,0.612063,112.7866,102.7153,10.07122,2.13,32.12775,4489,358,307,174,427,2.122761,311.5,142.4167,1054,949,83,21,1,23,445,5394,3.537535,586,218,26,7,77,142,120,3,95,0.53396,47.85,2.1,0.57,0.6,1874,625,955,232,62,9364,61,410,706,412,241,44,179341.2335,91767.775,9629.607,31755.72,147658.2757,14597.37499,9961.60716,135092.8103,94784.06974,3205,2127,327,1013,5590
17113,13481,1068,111,163,198,1916,500,12546.36406,4168.791786,5728.761525,26962,12.11230907,13693,13269,11314,12029,5147,7135,9258,4003,1419,31.39755,33.07509,64.47264,35.44841,4925,7.714561,2.596247,51.40568,51.18315,0.222535,2.19,18.26645,3129,959,462,229,139,1.763721,344.3333,146.1667,2080,1754,267,55,4,124,3668,13149,2.268877,2226,382,56,79,186,657,783,13,80,1.393522,46.56,2.2,0.57,0.4,4191,2297,1230,436,228,13491,369,1482,1260,673,281,126,229460.0681,129247.6303,7941.31744,16302.07033,147261.8362,21943.71187,9374.12762,147354.043,80586.78946,4101,2783,488,1474,3340
13690,10547,947,267,167,254,1413,579.7922,7915.666292,2795.520836,4356.760656,18191,12.44254446,8996,9195,7638,8160,3766,5346,6143,2179,757,32.77918,25.55488,58.33406,34.74071,6299,6.541696,5.277335,80.09455,76.30147,3.793084,2.27,34.62701,3626,1861,441,187,180,4.119539,455.0833,186.5,1256,1057,159,36,4,74,2537,7823,4.637065,1462,209,31,107,118,349,613,19,327,0.527136,43.34,2.3,0.64,0.1,2134,1103,767,167,97,8347,107,752,723,333,125,94,177803.0303,101947.5823,12230.04359,32181.48454,131071.0514,12003.34625,2036.47235,123334.2328,70348.03757,1833,1833,381,1028,96
11034,8822,748,78,8,42,1164,429.8592,8247.956688,3591.824234,3997.394533,20523,69.56949153,10180,10343,9305,8594,4311,6506,6652,2148,906,32.76334,23.21021,55.97355,42.17877,10492,7.45505,4.482775,110.7538,115.9187,-5.16494,2.23,51.12313,6943,1911,486,700,437,7.230852,717.75,295.25,1139,916,179,41,3,30,2243,10831,6.719011,295,123,19,51,85,7,10,0,8,0.670347,32.04,2.2,0.76,0.1,1597,692,529,297,79,10144,122,355,574,217,138,191,139579.3431,52198.04934,13481.60264,25189.70211,101445.573,12191.38103,9311.9865,99060.26968,48972.05501,2291,2291,427,1268,5591
8310,6888,355,149,21,41,781,516.458,5952.464717,2327.631101,2734.937968,13337,8.314837905,6723,6614,5501,5913,2376,3733,4764,1793,671,27.96281,28.99847,56.96128,37.42331,4201,6.973082,4.123866,77.37872,62.45782,14.9209,2.11,31.49884,2979,831,228,71,87,3.96032,250.0833,108.4167,917,789,108,16,4,18,1308,6365,3.588199,1604,135,31,95,106,799,333,105,170,2.725799,46.8,2.1,0.57,0.2,1901,1041,532,254,74,6787,151,686,477,350,195,42,307467.6348,107827.826,16841.84621,10261.96688,74756.78539,10300.79133,5805.74048,77612.44437,43051.23805,2177,1341,269,622,4258
8525,6908,363,87,93,68,915,517.3757,6016.022409,2196.037103,3292.339616,13352,17.73173971,6813,6539,5738,5906,2904,3220,4807,1809,612,36.1779,30.16071,66.33861,33.83085,2653,6.216297,4.119233,68.37927,61.93829,6.440983,2.3,19.86968,1924,302,182,117,108,1.962419,220.3333,82,780,704,62,13,1,72,1434,2627,2.934643,753,182,20,27,81,54,383,4,31,0.875628,48.44,2.3,0.59,0.1,2402,1439,649,234,80,6167,309,612,840,490,89,62,97406.17436,57097.42836,18322.24627,11142.67231,82043.15127,8608.34171,2303.72766,75516.80469,46262.73743,1389,1389,295,797,138
10570,8395,409,44,55,21,1571,401.7708,7957.189773,3654.543438,2581.654987,20895,19.22263109,11118,9777,8026,9576,4111,3710,7550,3486,2038,36.50977,49.05861,85.56838,58.46242,5316,10.24168,-3.06293,69.58603,56.80785,12.77818,2.16,25.44149,4057,592,291,96,266,3.485513,199.5,89.66667,1005,908,80,17,0,33,607,4363,2.085157,1087,303,123,8,84,271,277,23,51,0.748916,47.53,2.2,0.55,0.2,4141,2722,1052,313,54,10148,67,1623,1837,510,88,16,508512.972,168016.019,35512.425,-1449.081,126862.967,8024,12806.826,136044.494,95970.908,1843,1648,393,1166,2703
9004,6965,594,250,147,135,825,672.6219,5350.550298,1702.391059,2934.655061,10355,6.968371467,4969,5386,4695,4655,2123,3084,3928,973,247,30.27667,17.39875,47.67541,25.38541,2818,4.152583,9.560599,71.6562,73.3945,-1.73829,2.44,27.21391,1786,698,195,52,74,2.287773,119.1667,53.66667,1067,902,129,35,1,128,4054,6482,1.795801,1486,164,91,58,115,217,809,5,22,0.043337,45.99,2.4,0.64,1.6,1234,560,483,115,76,4615,33,417,442,194,119,29,71670.53022,64270.14654,15101.92081,3062.02248,49237.63346,3910.00315,1761.4401,53339.79016,34089.3899,1072,1072,261,577,1707
7048,5719,344,33,89,71,718,529.39,4666.562123,954.0296163,2675.063833,10803,12.37457045,5496,5307,4409,4830,2044,2913,3652,1547,647,31.13481,33.41965,64.55446,41.82288,3365,11.47829,-1.48107,69.33259,64.24141,5.091178,2.23,31.14875,1787,1300,178,72,26,2.06454,197.3333,91.33333,640,544,74,20,2,58,2070,3505,3.613576,873,163,26,54,71,202,339,11,158,3.915454,47.53,2.2,0.56,1.8,2122,1139,631,211,141,5772,143,986,607,301,66,19,70469.73708,41985.55842,9327.22476,9647.12146,48100.90484,4735.677,3255.59112,48364.09263,32088.13738,1837,1180,202,563,4436
5387,4410,250,30,3,45,599,468.75,3468.835635,822.8020006,1886.637654,9408,52.85393258,4647,4761,3955,3837,1757,2790,3127,1206,528,29.6941,29.30539,58.99949,43.78109,4552,9.034864,2.657313,110.9694,94.06888,16.90051,2.04,48.38435,2518,1702,160,119,50,4.330367,266.9167,106.5,800,685,100,13,2,2,1428,4330,6.095036,178,80,20,19,46,1,11,0,90,3.886203,40.89,2.1,0.59,0.3,1229,291,545,258,135,5378,13,192,399,399,153,73,114355.3926,76779.97397,24137.47543,10485.4228,56494.13294,4753.0957,4002.55348,56458.11666,22676.34945,3058,809,180,448,3215
